Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2024-07-17 07:03:52,false,"Gölcük Running","4.71","496","00:37:08","162","181","3.0","132","147","7:53","6:15","34","44","0.95","8.2","7.8","337","7:55","328","0.0","297","503","4,892","-10","--","No","00:00:00.8","10","--","00:37:04","00:37:08","-1","24"
Running,2024-07-16 07:05:27,false,"Gölcük Running","7.73","786","01:02:10","158","181","3.1","128","221","8:03","6:08","30","45","0.95","7.9","7.5","337","8:08","313","0.0","278","489","7,890","-40","--","No","00:01:23.6","31","--","01:02:05","01:02:10","1","24"
Running,2024-07-14 07:07:16,false,"Gölcük Running","7.70","773","01:02:05","154","176","3.2","127","234","8:04","6:19","26","41","0.96","7.7","7.4","344","8:08","310","0.0","276","461","7,858","-18","--","No","00:00:00.8","32","--","01:02:00","01:02:05","3","25"
Running,2024-07-05 07:05:16,false,"Gölcük Running","6.70","668","00:55:04","158","178","2.9","134","221","8:13","7:09","27","41","0.90","8.5","7.7","344","8:15","309","0.0","287","415","7,348","-14","--","No","00:02:11.7","11","--","00:54:56","00:55:55","1","25"
Running,2024-07-04 07:02:37,false,"Gölcük Running","7.63","761","01:02:07","154","173","3.1","128","220","8:09","6:24","28","40","0.94","7.9","7.4","337","8:13","308","0.0","274","454","7,866","-12","--","No","00:00:03.2","32","--","01:02:00","01:02:07","1","24"
Running,2024-07-03 07:04:59,false,"Gölcük Running","7.69","771","01:02:06","154","172","3.1","127","240","8:05","6:15","32","46","0.96","7.7","7.4","342","8:07","309","0.0","274","470","7,830","-14","--","No","00:00:02.2","32","--","01:02:01","01:02:06","-0","24"
Running,2024-06-30 07:00:51,false,"Kusadasi Running","7.55","758","01:02:07","155","172","3.1","126","225","8:13","6:40","8","9","0.93","7.9","7.4","334","8:16","300","0.0","269","420","7,918","-14","--","No","00:01:51.6","31","--","01:02:01","01:02:07","1","5"
Running,2024-06-29 07:01:55,false,"Kusadasi Running","7.65","765","01:03:05","153","173","3.1","127","226","8:15","6:30","36","36","0.93","7.9","7.4","334","8:18","302","0.0","270","511","8,030","-17","--","No","00:01:28.5","31","--","01:02:59","01:03:05","0","7"
Running,2024-06-28 07:06:17,false,"Kusadasi Running","7.71","789","01:02:08","155","174","3.2","128","237","8:03","6:16","84","81","0.95","7.8","7.5","335","8:07","319","0.0","282","560","7,896","-16","--","No","00:00:45.4","32","--","01:02:03","01:02:08","-2","9"
Running,2024-06-26 06:46:21,false,"Kusadasi Running","9.41","959","01:18:12","155","181","3.4","126","221","8:19","6:07","53","55","0.94","7.8","7.3","342","8:23","304","0.0","268","566","9,798","-18","--","No","00:00:27.9","39","--","01:18:05","01:18:12","-2","8"
Running,2024-06-25 07:01:05,false,"Kusadasi Running","7.77","816","01:04:41","158","176","3.4","126","226","8:20","6:40","61","61","0.94","7.7","7.2","356","8:24","297","0.0","265","541","8,108","-19","--","No","00:01:50.0","32","--","01:04:35","01:04:41","-1","7"
Treadmill Running,2024-06-10 17:17:11,false,"Treadmill Running","4.02","334","00:45:05","118","132","1.7","110","114","11:12","10:42","--","--","0.82","7.3","5.9","--","--","161","0.0","161","171","4,940","-4","--","No","00:00:14.7","5","--","00:44:51","00:45:05","--","--"
Treadmill Running,2024-05-27 17:15:21,false,"Treadmill Running","4.10","300","00:45:43","113","124","1.3","110","113","11:09","10:23","--","--","0.82","7.3","5.9","--","--","162","0.0","162","178","5,006","-4","--","No","00:01:05.7","5","--","00:45:32","00:45:43","--","--"
Treadmill Running,2024-05-23 17:14:41,false,"Treadmill Running","5.80","392","01:00:11","115","122","1.8","110","114","10:23","10:42","--","--","0.82","7.3","5.9","--","--","162","0.0","162","171","6,578","-5","--","No","00:04:41.2","6","--","01:00:09","01:00:12","--","--"
Treadmill Running,2024-05-20 16:50:58,false,"Treadmill Running","4.02","296","00:45:10","114","120","1.3","109","113","11:13","10:54","--","--","0.82","7.2","5.9","--","--","160","0.0","159","169","4,916","-6","--","No","00:00:15.3","5","--","00:45:05","00:45:10","--","--"
Treadmill Running,2024-05-16 16:25:24,false,"Treadmill Running","5.28","366","01:00:07","112","123","1.3","108","136","11:23","10:57","--","--","0.82","7.2","5.9","--","--","157","0.0","157","169","6,498","-6","--","No","00:03:09.3","6","--","00:59:44","01:00:07","--","--"
Treadmill Running,2024-05-13 17:27:07,false,"Treadmill Running","3.63","335","00:40:04","124","143","2.2","110","120","11:02","10:38","--","--","0.82","7.3","6.0","--","--","164","0.0","164","179","4,402","-5","--","No","00:06:56.4","4","--","00:40:03","00:40:04","--","--"
Running,2024-04-03 17:20:47,false,"Tuzla Running","7.03","696","01:00:08","157","180","3.7","129","243","8:33","7:05","50","51","0.89","8.1","7.2","357","8:35","294","0.0","268","442","7,746","-18","--","No","00:00:14.6","8","--","01:00:05","01:00:10","128","141"
Running,2024-04-01 16:58:07,false,"Gölcük Running","8.60","833","01:19:33","150","184","3.6","119","214","9:15","7:12","77","76","0.90","7.2","6.5","394","9:11","249","0.0","226","373","9,480","-24","--","No","00:06:33.4","9","--","01:19:25","01:19:33","--","50"
Treadmill Running,2024-01-20 15:40:24,false,"Treadmill Running","4.70","582","00:56:05","139","146","3.1","105","144","11:55","10:27","--","--","0.82","7.3","5.9","365","--","156","0.0","150","193","5,934","-15","--","No","00:07:57.2","5","--","00:53:19","00:56:05","--","--"
Treadmill Running,2023-12-08 17:14:39,false,"Treadmill Running","5.77","400","01:02:23","117","125","1.8","110","120","10:49","10:49","--","--","0.82","7.2","5.9","--","--","161","0.0","161","177","6,822","--","--","No","00:06:25.3","6","--","01:02:10","01:02:23","--","--"
Treadmill Running,2023-11-28 16:04:33,false,"Treadmill Running","5.20","360","01:00:18","114","123","1.0","107","132","11:36","10:57","--","--","0.82","7.2","5.9","492","--","154","0.0","153","166","6,450","--","--","No","00:02:22.4","6","--","00:59:27","01:00:18","--","--"
Treadmill Running,2023-09-21 17:43:40,false,"Koşu Bandı Koşusu","2.56","263","00:30:07","127","135","1.7","106","115","11:46","10:54","--","--","0.82","7.2","5.9","--","--","156","0.0","152","168","3,224","-5","--","No","00:06:20.0","3","--","00:29:08","00:30:07","--","--"
Treadmill Running,2023-09-17 16:53:41,false,"Koşu Bandı Koşusu","5.23","491","01:00:06","130","137","2.2","107","180","11:30","11:01","--","--","0.82","7.2","5.9","--","--","155","0.0","154","168","6,444","--","--","No","00:02:37.5","6","--","00:59:33","01:00:06","--","--"
Treadmill Running,2023-09-16 18:59:42,false,"Koşu Bandı Koşusu","5.01","580","01:00:06","140","148","2.6","104","120","12:00","11:06","--","--","0.82","7.2","5.9","--","--","149","0.0","146","167","6,282","--","--","No","00:00:03.0","6","--","00:58:31","01:00:06","--","--"
Treadmill Running,2023-09-12 17:35:50,false,"Koşu Bandı Koşusu","5.16","694","01:00:07","146","162","3.1","107","125","11:40","10:49","--","--","0.82","7.3","5.9","--","--","156","0.0","153","174","6,484","--","--","No","00:02:02.1","6","--","00:58:44","01:00:07","--","--"
Treadmill Running,2023-09-11 18:15:39,false,"Koşu Bandı Koşusu","5.11","652","01:00:08","143","150","2.9","106","240","11:47","11:06","--","--","0.82","7.2","5.9","--","--","155","0.0","151","165","6,462","--","--","No","00:01:10.0","6","--","00:58:12","01:00:08","--","--"
Treadmill Running,2023-09-10 20:54:36,false,"Koşu Bandı Koşusu","5.22","567","01:00:05","138","150","2.6","107","125","11:30","10:46","--","--","0.82","7.2","5.9","--","--","155","0.0","154","184","6,410","--","--","No","00:02:38.9","6","--","00:59:27","01:00:05","--","--"
Treadmill Running,2023-09-07 20:49:27,false,"Koşu Bandı Koşusu","5.17","560","01:00:01","133","149","2.5","106","158","11:36","9:04","--","--","0.82","7.2","5.9","334","--","154","0.0","153","261","6,400","--","--","No","00:02:05.8","6","--","00:59:05","01:00:01","--","--"
Treadmill Running,2023-09-06 17:02:06,false,"Koşu Bandı Koşusu","5.18","632","01:00:08","143","153","3.1","106","120","11:37","11:10","--","--","0.82","7.2","5.9","--","--","153","0.0","152","163","6,386","--","--","No","00:02:00.8","6","--","00:59:28","01:00:08","--","--"
Treadmill Running,2023-09-03 16:58:09,false,"Koşu Bandı Koşusu","5.00","605","01:00:06","139","149","2.8","105","150","12:02","9:24","--","--","0.80","7.3","5.9","442","--","151","0.0","148","215","6,380","--","--","No","00:11:24","5","--","00:58:11","01:00:06","--","--"
Treadmill Running,2023-09-02 16:36:34,false,"Koşu Bandı Koşusu","4.88","772","01:00:06","154","165","4.0","103","210","12:19","10:34","--","--","0.82","7.2","5.9","--","--","148","0.0","144","167","6,332","--","--","No","00:11:13","5","--","00:57:21","01:04:09","--","--"
Treadmill Running,2023-08-30 16:45:28,false,"Koşu Bandı Koşusu","5.12","727","01:01:04","149","160","3.9","105","210","11:56","10:27","--","--","0.82","7.2","5.9","329","--","150","0.0","147","229","6,328","--","--","No","00:01:49.6","6","--","00:59:34","01:01:13","--","--"
Treadmill Running,2023-08-09 17:37:56,false,"Koşu Bandı Koşusu","5.11","541","01:00:11","132","150","2.6","108","150","11:47","9:01","--","--","0.80","7.4","5.9","452","--","156","0.0","154","237","6,542","--","--","No","00:01:38.1","6","--","00:58:59","01:05:48","--","--"
Treadmill Running,2023-07-17 17:41:54,false,"Koşu Bandı Koşusu","6.93","793","01:20:18","142","155","3.0","108","115","11:35","10:12","--","--","0.80","7.3","5.9","--","--","156","0.0","155","176","8,684","--","--","No","00:10:56","7","--","01:19:36","01:20:18","--","--"
Treadmill Running,2023-07-16 17:33:26,false,"Koşu Bandı Koşusu","5.16","572","01:00:02","139","149","2.8","109","115","11:38","10:20","--","--","0.80","7.4","5.9","--","--","157","0.0","155","181","6,546","--","--","No","00:01:48.7","6","--","00:59:14","01:00:02","--","--"
Treadmill Running,2023-07-15 17:32:37,false,"Koşu Bandı Koşusu","5.16","730","01:00:02","154","166","4.3","109","143","11:37","8:30","--","--","0.81","7.4","5.9","439","--","159","0.0","156","273","6,560","--","--","No","00:01:55.8","6","--","00:58:42","01:00:02","--","--"
Treadmill Running,2023-07-14 15:23:35,false,"Koşu Bandı Koşusu","5.08","611","01:00:01","138","162","3.7","108","150","11:49","10:20","--","--","0.80","7.4","5.9","--","--","156","0.0","154","177","6,514","--","--","No","00:01:01.5","6","--","00:58:42","01:00:03","--","--"
Treadmill Running,2023-07-13 17:22:04,false,"Koşu Bandı Koşusu","5.10","644","01:00:07","144","165","4.0","108","120","11:47","10:31","--","--","0.83","7.2","6.0","--","--","161","0.0","159","177","6,518","--","--","No","00:03:51.4","6","--","00:59:00","01:00:07","--","--"
Treadmill Running,2023-02-22 22:19:56,false,"Koşu Bandı Koşusu","5.30","530","01:00:36","134","149","--","110","120","11:26","6:51","--","--","1.26","--","--","--","--","--","0.0","--","--","6,632","--","27.0","No","01:00:36","1","29.0","01:00:01","01:00:36","--","--"
Treadmill Running,2023-02-21 22:58:00,false,"Koşu Bandı Koşusu","5.35","340","00:40:07","128","141","--","108","240","7:30","5:37","--","--","1.23","--","--","--","--","--","0.0","--","--","4,346","--","26.0","No","00:40:07","1","28.0","00:39:24","00:41:09","--","--"
Treadmill Running,2023-02-20 20:43:17,false,"Koşu Bandı Koşusu","5.30","576","01:00:05","137","155","--","112","135","11:20","6:08","--","--","1.22","--","--","--","--","--","0.0","--","--","6,728","--","25.0","No","01:00:05","1","27.0","00:59:22","01:00:05","--","--"
Treadmill Running,2022-11-23 06:35:44,false,"Koşu Bandı Koşusu","4.10","464","00:30:01","175","189","--","131","240","7:19","2:36","--","--","1.56","--","--","--","--","--","0.0","--","--","3,956","--","24.0","No","00:30:01","1","29.0","00:29:11","00:30:03","--","--"
Treadmill Running,2022-10-04 17:33:35,false,"Koşu Bandı Koşusu","4.50","401","00:30:02","160","191","--","136","151","6:40","3:38","--","--","1.68","--","--","--","--","--","0.0","--","--","4,102","--","26.0","No","00:30:02","1","31.0","00:29:42","00:30:02","--","--"
Treadmill Running,2022-09-16 17:05:57,false,"Koşu Bandı Koşusu","4.50","451","00:30:06","168","183","--","136","190","6:41","3:09","--","--","1.66","--","--","--","--","--","0.0","--","--","4,116","--","29.0","No","00:30:06","1","32.0","00:30:04","00:30:06","--","--"
Treadmill Running,2022-09-14 17:31:36,false,"Koşu Bandı Koşusu","4.50","464","00:30:02","172","192","--","137","150","6:40","3:36","--","--","1.66","--","--","--","--","--","0.0","--","--","4,106","--","28.0","No","00:30:02","1","32.0","00:29:57","00:30:02","--","--"
Treadmill Running,2022-09-13 17:43:54,false,"Koşu Bandı Koşusu","4.50","420","00:30:01","163","188","--","136","151","6:40","3:32","--","--","1.68","--","--","--","--","--","0.0","--","--","4,072","--","28.0","No","00:30:01","1","32.0","00:29:43","00:30:01","--","--"
Treadmill Running,2022-08-22 06:24:13,false,"Koşu Bandı Koşusu","4.50","417","00:30:01","156","176","--","137","180","6:40","3:20","--","--","1.65","--","--","--","--","--","0.0","--","--","4,110","--","29.0","No","00:30:01","1","33.0","00:29:51","00:30:01","--","--"
Treadmill Running,2022-08-17 07:23:57,false,"Koşu Bandı Koşusu","4.50","462","00:31:45","162","177","--","132","170","7:03","4:02","--","--","1.59","--","--","--","--","--","0.0","--","--","4,174","--","27.0","No","00:31:45","1","32.0","00:30:59","00:31:45","--","--"
Treadmill Running,2022-08-15 07:28:20,false,"Koşu Bandı Koşusu","4.50","434","00:30:02","160","176","--","138","148","6:41","4:04","--","--","1.64","--","--","--","--","--","0.0","--","--","4,156","--","28.0","No","00:30:02","1","33.0","00:29:48","00:30:02","--","--"
Treadmill Running,2022-08-11 21:27:53,false,"Koşu Bandı Koşusu","5.00","497","00:33:21","165","187","--","136","144","6:40","3:45","--","--","1.65","--","--","--","--","--","0.0","--","--","4,540","--","30.0","No","00:33:21","1","33.0","00:33:03","00:33:21","--","--"
Treadmill Running,2022-08-10 07:26:51,false,"Koşu Bandı Koşusu","4.50","452","00:30:00","166","184","--","137","145","6:40","3:50","--","--","1.64","--","--","--","--","--","0.0","--","--","4,150","--","28.0","No","00:30:08","1","32.0","00:29:56","00:30:08","--","--"
Treadmill Running,2022-08-08 07:39:51,false,"Koşu Bandı Koşusu","3.90","384","00:25:59","164","183","--","137","180","6:40","3:51","--","--","1.64","--","--","--","--","--","0.0","--","--","3,576","--","29.0","No","00:25:59","1","33.0","00:25:48","00:25:59","--","--"
Treadmill Running,2022-08-04 19:03:28,false,"Koşu Bandı Koşusu","5.30","531","00:35:22","164","178","--","135","181","6:40","4:03","--","--","1.64","--","--","--","--","--","0.0","--","--","4,846","--","29.0","No","00:35:51","1","33.0","00:35:02","00:36:17","--","--"
Treadmill Running,2022-08-03 07:33:35,false,"Koşu Bandı Koşusu","5.00","507","00:33:21","167","181","--","138","240","6:40","2:33","--","--","1.63","--","--","--","--","--","0.0","--","--","4,620","--","29.0","No","00:33:21","1","33.0","00:33:02","00:33:21","--","--"
Treadmill Running,2022-08-02 07:30:02,false,"Koşu Bandı Koşusu","5.00","501","00:33:21","165","179","--","137","225","6:40","2:42","--","--","1.62","--","--","--","--","--","0.0","--","--","4,594","--","27.0","No","00:33:21","1","33.0","00:33:12","00:33:21","--","--"
Treadmill Running,2022-07-31 21:43:27,false,"Koşu Bandı Koşusu","5.10","520","00:36:03","162","180","--","132","148","7:04","4:02","--","--","1.58","--","--","--","--","--","0.0","--","--","4,758","--","29.0","No","00:36:03","1","33.0","00:35:25","00:36:03","--","--"
Treadmill Running,2022-07-29 07:24:24,false,"Koşu Bandı Koşusu","5.10","556","00:36:07","170","189","--","134","151","7:05","4:04","--","--","1.58","--","--","--","--","--","0.0","--","--","4,854","--","28.0","No","00:36:07","1","33.0","00:36:00","00:36:07","--","--"
Treadmill Running,2022-07-28 07:27:05,false,"Koşu Bandı Koşusu","5.10","557","00:36:06","171","190","--","134","151","7:05","3:42","--","--","1.58","--","--","--","--","--","0.0","--","--","4,862","--","28.0","No","00:36:06","1","33.0","00:35:34","00:36:06","--","--"
Treadmill Running,2022-07-26 08:40:52,false,"Koşu Bandı Koşusu","3.70","452","00:30:01","168","185","--","124","154","8:07","4:04","--","--","1.52","--","--","--","--","--","0.0","--","--","3,756","--","29.0","No","00:30:01","1","33.0","00:29:32","00:30:01","--","--"
Treadmill Running,2022-07-25 07:22:33,false,"Koşu Bandı Koşusu","5.10","552","00:36:02","170","187","--","133","159","7:04","4:03","--","--","1.60","--","--","--","--","--","0.0","--","--","4,796","--","27.0","No","00:36:02","1","31.0","00:35:46","00:36:02","--","--"
Running,2022-07-14 18:53:16,false,"Kuşadası Koşu","4.00","378","00:25:23","170","181","--","143","151","6:20","5:39","82","79","1.10","--","--","--","--","--","0.0","--","--","3,640","--","30.0","No","00:00:04.0","6","32.0","00:25:23","00:25:45","-3","24"
Running,2022-07-11 18:27:01,false,"Kuşadası Koşu","5.13","503","00:34:01","169","185","--","141","151","6:37","4:57","82","88","1.07","--","--","--","--","--","0.0","--","--","4,766","--","29.0","No","00:01:44.5","8","32.0","00:33:59","00:34:01","-1","12"
Running,2022-07-06 18:42:21,false,"Kuşadası Koşu","4.16","402","00:26:44","173","183","--","147","151","6:25","5:46","105","130","1.06","--","--","--","--","--","0.0","--","--","3,916","--","30.0","No","00:01:05.6","5","31.0","00:26:42","00:26:44","-74","-11"
Running,2022-07-05 18:53:46,false,"Kuşadası Koşu","4.21","400","00:27:19","167","183","--","146","150","6:30","5:45","108","93","1.05","--","--","--","--","--","0.0","--","--","3,982","--","29.0","No","00:01:19.8","5","32.0","00:27:17","00:27:19","3","33"
Running,2022-07-04 19:08:03,false,"Kuşadası Koşu","4.07","405","00:25:37","176","184","--","146","154","6:18","5:42","94","56","1.09","--","--","--","--","--","0.0","--","--","3,730","--","30.0","No","00:00:28.3","5","32.0","00:25:35","00:27:08","116","139"
Running,2022-06-19 07:52:19,false,"Gölcük Koşu","5.01","493","00:32:40","173","185","--","146","151","6:32","5:46","238","248","1.05","--","--","--","--","--","0.0","--","--","4,756","--","26.0","No","00:00:01.7","6","30.0","00:32:39","00:32:40","-153","-109"
Treadmill Running,2022-06-06 06:22:47,false,"Koşu Bandı Koşusu","5.30","513","00:35:20","158","168","--","140","159","6:40","3:29","--","--","1.72","--","--","--","--","--","0.0","--","--","4,954","--","26.0","No","00:35:20","1","31.0","00:35:01","00:35:20","--","--"
Treadmill Running,2022-06-03 06:26:12,false,"Koşu Bandı Koşusu","4.50","472","00:30:02","171","182","--","138","151","6:40","3:39","--","--","1.78","--","--","--","--","--","0.0","--","--","4,148","--","27.0","No","00:30:02","1","32.0","00:29:49","00:30:02","--","--"
Treadmill Running,2022-06-02 06:35:11,false,"Koşu Bandı Koşusu","4.50","475","00:30:01","173","186","--","139","154","6:40","3:38","--","--","1.75","--","--","--","--","--","0.0","--","--","4,172","--","27.0","No","00:30:01","1","32.0","00:29:44","00:30:01","--","--"
Treadmill Running,2022-06-01 18:04:02,false,"Koşu Bandı Koşusu","4.50","461","00:30:01","168","183","--","140","156","6:40","3:22","--","--","1.79","--","--","--","--","--","0.0","--","--","4,198","--","30.0","No","00:30:01","1","33.0","00:29:51","00:30:01","--","--"
Treadmill Running,2022-05-31 17:57:36,false,"Koşu Bandı Koşusu","3.20","324","00:20:48","171","183","--","137","151","6:30","3:12","--","--","1.82","--","--","--","--","--","0.0","--","--","2,834","--","29.0","No","00:20:48","1","32.0","00:19:45","00:20:48","--","--"
Treadmill Running,2022-05-22 21:33:12,false,"Koşu Bandı Koşusu","4.50","445","00:30:02","164","174","--","140","160","6:40","3:21","--","--","1.81","--","--","--","--","--","0.0","--","--","4,174","--","27.0","No","00:02:25.8","8","31.0","00:29:42","00:30:02","--","--"
Treadmill Running,2022-05-18 18:05:07,false,"Koşu Bandı Koşusu","3.20","310","00:20:06","172","182","--","141","157","6:17","3:08","--","--","1.82","--","--","--","--","--","0.0","--","--","2,824","--","27.0","No","00:00:40.9","6","31.0","00:19:50","00:20:06","--","--"
Treadmill Running,2022-05-16 18:31:21,false,"Koşu Bandı Koşusu","3.20","322","00:21:25","167","176","--","140","159","6:42","3:22","--","--","1.85","--","--","--","--","--","0.0","--","--","2,992","--","29.0","No","00:02:07.5","6","31.0","00:21:08","00:21:25","--","--"
Treadmill Running,2022-04-18 18:27:45,false,"Koşu Bandı Koşusu","4.00","375","00:23:57","175","182","--","143","160","5:59","3:17","--","--","1.86","--","--","--","--","--","0.0","--","--","3,398","--","26.0","No","00:01:19.7","7","30.0","00:23:34","00:23:57","--","--"
Treadmill Running,2022-04-15 16:35:10,false,"Koşu Bandı Koşusu","2.40","232","00:15:10","169","178","--","141","160","6:19","3:20","--","--","1.82","--","--","--","--","--","0.0","--","--","2,172","--","25.0","No","00:03:36.5","4","29.0","00:14:59","00:15:25","--","--"
Treadmill Running,2022-04-14 16:53:16,false,"Koşu Bandı Koşusu","1.70","157","00:10:33","166","178","--","141","168","6:12","2:57","--","--","1.86","--","--","--","--","--","0.0","--","--","1,482","--","23.0","No","00:02:51.4","3","26.0","00:10:13","00:10:33","--","--"
Treadmill Running,2022-04-04 18:24:20,false,"Koşu Bandı Koşusu","5.00","466","00:30:01","174","184","--","144","165","6:00","2:55","--","--","1.88","--","--","--","--","--","0.0","--","--","4,284","--","26.0","No","00:00:19.0","9","29.0","00:29:40","00:30:01","--","--"
Virtual Running,2022-02-04 17:38:53,false,"Zwift Run - Paris","7.06","577","00:41:26","163","170","--","142","156","5:52","5:32","--","--","1.20","--","--","--","--","--","0.0","--","--","--","--","--","No","00:41:26","1","--","00:41:20","00:41:31","--","1"
Virtual Running,2022-02-03 18:20:19,false,"Zwift Run - Watopia","5.18","424","00:30:28","167","173","--","140","148","5:53","5:33","--","--","1.21","--","--","--","--","--","0.0","--","--","--","--","--","No","00:30:28","1","--","00:30:22","00:30:40","--","1"
Running,2022-02-02 17:07:00,false,"Gölcük Koşu","8.01","728","00:49:23","170","177","--","147","216","6:10","5:18","297","317","1.11","--","--","--","--","--","0.0","--","--","7,214","--","18.0","No","00:00:02.1","9","26.0","00:49:01","00:49:49","-22","15"
Treadmill Running,2022-01-27 17:41:57,false,"Koşu Bandı Koşusu","5.10","456","00:30:07","165","177","--","142","162","5:54","3:28","--","--","1.79","--","--","--","--","--","0.0","--","--","4,294","--","22.0","No","00:02:46.6","8","27.0","00:30:03","00:30:19","--","--"
Virtual Running,2022-01-20 17:57:32,false,"Zwift Run - Makuri Islands","5.07","414","00:30:30","169","179","--","142","158","6:01","5:32","--","--","1.17","--","--","--","--","--","0.0","--","--","--","--","--","No","00:30:30","1","--","00:30:24","00:30:29","--","1"
Running,2022-01-12 13:41:29,false,"Gölcük Koşu","6.96","615","00:42:12","166","173","--","148","154","6:04","5:09","343","344","1.11","--","--","--","--","--","0.0","--","--","6,260","--","14.0","No","00:05:45.9","7","24.0","00:41:50","00:43:15","-6","47"
Virtual Running,2022-01-11 18:41:29,false,"Zwift Run - Yorkshire","5.22","427","00:30:27","165","176","--","142","156","5:50","5:20","--","--","1.21","--","--","--","--","--","0.0","--","--","--","--","--","No","00:30:27","1","--","00:30:21","00:30:44","--","1"
Treadmill Running,2022-01-10 15:33:52,false,"Koşu Bandı Koşusu","6.00","512","00:34:23","164","175","--","145","168","5:44","3:16","--","--","1.80","--","--","--","--","--","0.0","--","--","5,008","--","24.0","No","00:00:19.2","10","29.0","00:34:13","00:34:38","--","--"
Running,2021-12-31 12:48:13,false,"Gölcük Koşu","0.11","7","00:00:43.3","134","147","--","139","161","6:39","5:46","--","--","1.08","--","--","--","--","--","0.0","--","--","104","--","23.0","No","00:00:43.3","1","24.0","00:00:42","00:00:43.3","225","226"
Running,2021-12-31 09:55:58,false,"Gölcük Koşu","20.91","1,083","02:14:58","159","171","--","146","192","6:27","5:28","493","522","1.06","--","--","--","--","--","0.0","--","--","12,166","--","19.0","No","00:05:41.3","13","27.0","01:22:56","01:46:27","31","103"
Treadmill Running,2021-12-22 19:55:36,false,"Koşu Bandı Koşusu","10.50","950","01:00:20","--","--","--","--","--","5:45","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","No","01:20:00","1","--","--:--:--","01:20:00","--","--"
Virtual Running,2021-12-15 17:48:48,false,"Zwift Run - NYC","10.46","856","01:00:35","160","168","--","144","158","5:48","5:29","--","--","1.20","--","--","--","--","--","0.0","--","--","--","--","--","No","01:00:35","1","--","01:00:29","01:01:10","--","1"
Virtual Running,2021-12-14 18:25:01,false,"Zwift Run - Makuri Islands","5.23","427","00:30:28","160","169","--","144","156","5:50","5:32","--","--","1.19","--","--","--","--","--","0.0","--","--","--","--","--","No","00:30:28","1","--","00:30:22","00:30:28","--","1"
Virtual Running,2021-12-09 18:06:53,false,"Zwift Run - London","6.82","559","00:40:18","163","174","--","144","150","5:54","5:34","--","--","1.18","--","--","--","--","--","0.0","--","--","--","--","--","No","00:40:18","1","--","00:40:09","00:40:16","--","1"
Virtual Running,2021-12-06 18:26:46,false,"Zwift Run - France","5.19","424","00:30:27","164","172","--","142","148","5:52","5:34","--","--","1.20","--","--","--","--","--","0.0","--","--","--","--","--","No","00:30:27","1","--","00:30:21","00:30:26","1","1"
Running,2021-12-05 07:53:02,false,"Gölcük Koşu","7.10","575","00:41:41","158","170","--","148","154","5:52","5:34","150","190","0.98","--","--","--","--","--","0.0","--","--","6,172","--","19.0","No","00:00:16.6","7","27.0","00:40:44","00:44:12","-78","60"
Virtual Running,2021-11-29 17:42:52,false,"Zwift Run - Watopia","5.05","413","00:30:08","166","178","--","142","152","5:58","5:34","--","--","1.18","--","--","--","--","--","0.0","--","--","--","--","--","No","00:30:08","1","--","00:30:02","00:30:07","--","1"
Virtual Running,2021-11-28 16:30:36,false,"Zwift Run - Watopia","7.05","576","00:41:36","171","178","--","144","152","5:54","5:30","--","--","1.18","--","--","--","--","--","0.0","--","--","--","--","--","No","00:41:36","1","--","00:41:29","00:41:34","--","1"
Virtual Running,2021-11-24 17:26:29,false,"Zwift Run - Yorkshire","7.05","577","00:42:18","159","164","--","144","150","6:00","5:27","--","--","1.16","--","--","--","--","--","0.0","--","--","--","--","--","No","00:42:18","1","--","00:42:14","00:42:36","--","1"
Virtual Running,2021-11-19 14:55:56,false,"Zwift Run - Watopia","5.05","413","00:30:28","166","173","--","144","150","6:02","5:33","--","--","1.15","--","--","--","--","--","0.0","--","--","--","--","--","No","00:30:28","1","--","00:30:21","00:32:02","--","1"
Virtual Running,2021-11-12 17:37:13,false,"Zwift Run - Watopia","10.30","843","01:00:27","164","173","--","144","156","5:52","5:21","--","--","1.18","--","--","--","--","--","0.0","--","--","--","--","--","No","01:00:27","1","--","01:00:20","01:00:25","--","1"
Virtual Running,2021-11-10 18:21:10,false,"Zwift Run - Watopia","8.05","659","00:47:03","164","171","--","142","148","5:51","5:39","--","--","1.20","--","--","--","--","--","0.0","--","--","--","--","--","No","00:47:03","1","--","00:46:57","00:47:18","--","1"
Virtual Running,2021-11-08 17:45:30,false,"Zwift Run - ZWIFT 101: Running - The Hills Are Alive","5.04","412","00:30:45","165","171","--","142","154","6:06","4:42","--","--","1.15","--","--","--","--","--","0.0","--","--","--","--","--","No","00:01:01","10","--","00:30:36","00:30:49","--","1"
